"","protein_set_id","accession","gene_name","samesets_accessions","subsets_accessions","description","protein_set_score","is_validated","selection_level","X.sameset_protein_matches","X.subset_protein_matches","coverage","MW","X.observable_peptides","X.sequences","X.specific_sequences","X.peptides","X.specific_peptides","X.peptide_matches","X.specific_peptide_matches","peptides_count_UPS1_125amol_R2","peptides_count_UPS1_2500amol_R2","peptides_count_UPS1_50000amol_R2","peptides_count_UPS1_500amol_R2","peptides_count_UPS1_12500amol_R1","peptides_count_UPS1_125amol_R3","peptides_count_UPS1_2500amol_R3","peptides_count_UPS1_50000amol_R3","peptides_count_UPS1_500amol_R3","peptides_count_UPS1_25000amol_R1","peptides_count_UPS1_250amol_R1","peptides_count_UPS1_5000amol_R1","peptides_count_UPS1_50amol_R1","peptides_count_UPS1_12500amol_R2","peptides_count_UPS1_25000amol_R2","peptides_count_UPS1_250amol_R2","peptides_count_UPS1_5000amol_R2","peptides_count_UPS1_50amol_R2","peptides_count_UPS1_12500amol_R3","peptides_count_UPS1_25000amol_R3","peptides_count_UPS1_250amol_R3","peptides_count_UPS1_5000amol_R3","peptides_count_UPS1_50amol_R3","peptides_count_UPS1_125amol_R1","peptides_count_UPS1_2500amol_R1","peptides_count_UPS1_50000amol_R1","peptides_count_UPS1_500amol_R1","psm_count_UPS1_125amol_R2","psm_count_UPS1_2500amol_R2","psm_count_UPS1_50000amol_R2","psm_count_UPS1_500amol_R2","psm_count_UPS1_12500amol_R1","psm_count_UPS1_125amol_R3","psm_count_UPS1_2500amol_R3","psm_count_UPS1_50000amol_R3","psm_count_UPS1_500amol_R3","psm_count_UPS1_25000amol_R1","psm_count_UPS1_250amol_R1","psm_count_UPS1_5000amol_R1","psm_count_UPS1_50amol_R1","psm_count_UPS1_12500amol_R2","psm_count_UPS1_25000amol_R2","psm_count_UPS1_250amol_R2","psm_count_UPS1_5000amol_R2","psm_count_UPS1_50amol_R2","psm_count_UPS1_12500amol_R3","psm_count_UPS1_25000amol_R3","psm_count_UPS1_250amol_R3","psm_count_UPS1_5000amol_R3","psm_count_UPS1_50amol_R3","psm_count_UPS1_125amol_R1","psm_count_UPS1_2500amol_R1","psm_count_UPS1_50000amol_R1","psm_count_UPS1_500amol_R1","raw_abundance_UPS1_125amol_R2","raw_abundance_UPS1_2500amol_R2","raw_abundance_UPS1_50000amol_R2","raw_abundance_UPS1_500amol_R2","raw_abundance_UPS1_12500amol_R1","raw_abundance_UPS1_125amol_R3","raw_abundance_UPS1_2500amol_R3","raw_abundance_UPS1_50000amol_R3","raw_abundance_UPS1_500amol_R3","raw_abundance_UPS1_25000amol_R1","raw_abundance_UPS1_250amol_R1","raw_abundance_UPS1_5000amol_R1","raw_abundance_UPS1_50amol_R1","raw_abundance_UPS1_12500amol_R2","raw_abundance_UPS1_25000amol_R2","raw_abundance_UPS1_250amol_R2","raw_abundance_UPS1_5000amol_R2","raw_abundance_UPS1_50amol_R2","raw_abundance_UPS1_12500amol_R3","raw_abundance_UPS1_25000amol_R3","raw_abundance_UPS1_250amol_R3","raw_abundance_UPS1_5000amol_R3","raw_abundance_UPS1_50amol_R3","raw_abundance_UPS1_125amol_R1","raw_abundance_UPS1_2500amol_R1","raw_abundance_UPS1_50000amol_R1","raw_abundance_UPS1_500amol_R1","X125amol.1","X2500amol.1","X50000amol.1","X500amol.1","X12500amol.1","X25000amol.1","X250amol.1","X5000amol.1","X50amol.1","X125amol.2","X2500amol.2","X50000amol.2","X500amol.2","X12500amol.2","X25000amol.2","X250amol.2","X5000amol.2","X50amol.2","X125amol.3","X2500amol.3","X50000amol.3","X500amol.3","X12500amol.3","X25000amol.3","DDGDG","X5000amol.3","X50amol.3","log-ratios X125amol. vs X2500amol.","log-ratios X50000amol. vs X2500amol.","log-ratios X500amol. vs X2500amol.","log-ratios X12500amol. vs X2500amol.","log-ratios X25000amol. vs X2500amol.","log-ratios C7 vs X2500amol.","log-ratios X5000amol. vs X2500amol.","log-ratios X50amol. vs X2500amol.","FDR PolySTest X125amol. vs X2500amol.","FDR PolySTest X50000amol. vs X2500amol.","FDR PolySTest X500amol. vs X2500amol.","FDR PolySTest X12500amol. vs X2500amol.","FDR PolySTest X25000amol. vs X2500amol.","FDR PolySTest C7 vs X2500amol.","FDR PolySTest X5000amol. vs X2500amol.","FDR PolySTest X50amol. vs X2500amol.","FDR limma X125amol. vs X2500amol.","FDR limma X50000amol. vs X2500amol.","FDR limma X500amol. vs X2500amol.","FDR limma X12500amol. vs X2500amol.","FDR limma X25000amol. vs X2500amol.","FDR limma C7 vs X2500amol.","FDR limma X5000amol. vs X2500amol.","FDR limma X50amol. vs X2500amol.","FDR Miss test X125amol. vs X2500amol.","FDR Miss test X50000amol. vs X2500amol.","FDR Miss test X500amol. vs X2500amol.","FDR Miss test X12500amol. vs X2500amol.","FDR Miss test X25000amol. vs X2500amol.","FDR Miss test C7 vs X2500amol.","FDR Miss test X5000amol. vs X2500amol.","FDR Miss test X50amol. vs X2500amol.","FDR rank products X125amol. vs X2500amol.","FDR rank products X50000amol. vs X2500amol.","FDR rank products X500amol. vs X2500amol.","FDR rank products X12500amol. vs X2500amol.","FDR rank products X25000amol. vs X2500amol.","FDR rank products C7 vs X2500amol.","FDR rank products X5000amol. vs X2500amol.","FDR rank products X50amol. vs X2500amol.","FDR permutation test X125amol. vs X2500amol.","FDR permutation test X50000amol. vs X2500amol.","FDR permutation test X500amol. vs X2500amol.","FDR permutation test X12500amol. vs X2500amol.","FDR permutation test X25000amol. vs X2500amol.","FDR permutation test C7 vs X2500amol.","FDR permutation test X5000amol. vs X2500amol.","FDR permutation test X50amol. vs X2500amol.","FDR t-test X125amol. vs X2500amol.","FDR t-test X50000amol. vs X2500amol.","FDR t-test X500amol. vs X2500amol.","FDR t-test X12500amol. vs X2500amol.","FDR t-test X25000amol. vs X2500amol.","FDR t-test C7 vs X2500amol.","FDR t-test X5000amol. vs X2500amol.","FDR t-test X50amol. vs X2500amol."
"feature 805","21901","P47158",NA,"P47158",NA,"CAF17_YEAST Putative transferase CAF17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IBA57 PE=1 SV=1","25528","true","2","1","0","0","0","-1","1","1","1","1","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,NA,"0",NA,"0","0","1",NA,"0","0","1","0",NA,"1",NA,"0","0","0","0","0","2775820.5",NA,"4179915.75","2962609.25","3301693.25","2536312.5",NA,NA,NA,"2973858.25",NA,"3080562.25","238839.62","3390578",NA,"2413049.25","3294820.75","3313918.5","2708803.25",NA,"2443037",NA,"2892992.25","2606786.25","2710891","4133984.75","2833487.75",21.4044828475672,NA,21.9950424330939,21.4984369255383,21.6547746595145,21.5039044517865,NA,21.5547622583152,17.8656826529,21.2743010807419,NA,NA,NA,21.6930998033504,NA,21.2024259303837,21.6517685489367,21.6601066917714,21.3138408596362,21.3703356755205,21.9791016360895,21.4341475345906,21.3692241786051,NA,21.220244282832,NA,21.4641310277795,-0.0394607462054009,0.616736359071199,0.0959565545439496,0.202030538302833,0.133568776265999,-0.159000568912651,0.23292972810545,-1.04036221803687,0.780087942143716,0.270992531425981,1,1,1,1,1,0.369465469219443,0.52005862809581,0.0903308438086602,0.534468724657868,0.996990670695276,0.335595161430195,0.816499622624071,0.998426327722986,0.184732734609722,0.335398338188203,0.863496631705966,1,0.885427888423298,1,1,1,0.232905719879637,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 806","22207","P33767",NA,"P33767",NA,"OSTB_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WBP1 PE=1 SV=1","25528","true","2","1","0","0","0","-1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"0","0","0",NA,"0","0","0",NA,"1","0","2","0","0","1","0","1","0","0","1","0","1","0",NA,NA,"0","0",NA,"414483.94","512245.56","361039.09",NA,"208760.41","553656.81","527500.88",NA,"420716.06","292480.59","443218.75","163121.58","491284.75","820900.5","365816.59","406597.72","185831.19","474627.28","779959.5","184385.7","411924.16","199596.72",NA,NA,"548448.94","347340.22",NA,18.6609566771681,18.9664760488539,18.4617955217877,NA,18.6824873656125,18.157981360193,18.7576593891268,17.3155881289545,17.6714886149261,19.078632458055,19.0088139750255,NA,18.9061999314357,19.6468478403427,18.4807609780855,18.633242599718,17.5036331391385,NA,NA,19.0649977879774,18.4059899506187,18.8564354986721,19.5730396873013,17.4923672465866,18.6520192194582,17.6067284873033,-1.19830595268545,0.143634703007382,-0.435901831408351,0.0115231474423485,0.430997063473949,-0.826091372656519,-0.188820831510551,-1.39447798247945,0.0618236951217073,0.373113391255494,0.764698805797131,1,0.333893144137451,0.289567925570843,1,0.00132180201639682,0.0206078983739024,0.0932783478138734,0.191174701449283,0.996990670695276,0.0834732860343628,0.0723919813927107,0.998426327722986,0.000330450504099206,0.465517771711812,0.432824116969569,0.788254144870234,1,1,1,1,0.293266568502978,1,0.666289730221749,0.830141955127043,1,0.891252907616849,0.595742976624186,0.928545812590447,0.445786370707786,NA,0.960316175906919,0.530730836930051,0.515784610646271,0.718367102982488,0.239410735037557,0.756295980579286,0.0275354897203637,NA,0.0956434321414024,0.160593320085153,0.710234478691513,0.306878826758086,0.233733022649559,0.719455485791895,0.0425959402313742
"feature 807","21831","P31334",NA,"P31334",NA,"RM09_YEAST 54S ribosomal protein L9, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL9 PE=1 SV=3","25086","true","2","1","0","0","0","-1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5511779.5","4984913","5293051.5","6112235","5225740.5","4712473","4859289.5","5464182","6177512","4645063","5665770.5","5352123","6216604.5","5450225.5","5904102.5","5015623.5","5152271","6090051.5","5270384","5382129.5","5397164.5","5048919","5734225","5401474","5253979","5484174","5969484",22.3940867431756,22.2491368952989,22.3356682604088,22.5432685817451,22.3172040543613,22.1472667330303,22.4338407338327,22.3516798410306,22.5676953669483,22.1680529218428,22.212313955221,22.3815741067817,22.5585944773588,22.3778844911406,22.493286337294,22.2579976249862,22.2967770478842,22.5380229975347,22.3649217251763,22.3249790033975,22.3868429145031,22.5091748001753,22.3294766497281,22.3597456735615,22.3637702291597,22.2675431016873,22.4511670836019,0.0468771787590991,0.105885142592065,0.274869335120599,0.0793784471041998,0.0712896299894652,0.0897262446870665,0.043190045561565,0.256818531389166,1,0.065381986434618,0.0483333730692609,1,0.51024607116149,0.547452547452547,1,0.0195668471526572,0.379655793981721,0.0310177002423791,0.0120833432673152,0.996990670695276,0.170082023720497,0.572621538442385,0.998426327722986,0.00489171178816431,1,0.843259119764831,0.360228473090152,1,1,1,1,0.264408431522338,0.774790710974828,0.272212614595571,0.27219384241583,0.861822841499343,0.734572728328731,0.608192923981663,0.928545812590447,0.438008806021682,0.965478683752796,0.021793995478206,0.0349509645284293,0.684799477252307,0.227751196172249,0.136863136863137,0.72371045324782,0.0321247380070909,0.256211590617162,0.015124878854377,0.039570892139015,0.469108445536112,0.344574132022496,0.323431338218172,0.702955495076875,0.0166214136178249
"feature 808","22025","P01098",NA,"P01098",NA,"STF1_YEAST ATPase-stabilizing factor 9 kDa, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STF1 PE=1 SV=2","25086","true","2","1","0","0","0","-1","1","1","1","1","4","4","1","1",NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,"1","1","1",NA,"1","1","1","1",NA,NA,"1",NA,"1","1","1","0","0","2","0","4","0","1","1","1","2","0","0","1","1","3","0","2","2","2","3","0","0","1","0","2","252355.27","172754.38","189964.5","227296.95","174973.03","241977.16","139088.8","153502.64","250278.27","154537.02","218836.58","174825.36","119969.57","151488.34","224775.73","187435.72","162180.84","239016.61","155815.91","224809.47","181417.89","161165.86","216745.11","284180.84","148119.66","268154.38","204276.17",17.9450966895593,17.3983627634826,17.535370311629,17.7942187998183,17.416773039444,17.2375929576977,17.7394943888635,17.4155549504223,16.8723089904594,17.8845113537144,17.0856467272788,17.2279039422939,17.9331735112715,17.2088472287189,17.7781267444312,17.516036390914,17.3072438644622,17.8667513534461,18.1164497631174,17.1764036174409,18.0327042927906,17.6401613895798,17.2494830255913,17.7783432841695,17.4689572045131,17.2981866424649,17.7256399195179,0.761881566062935,0.378521812837067,0.569046864155767,0.0715633951839661,0.377883292698701,0.354691625362766,0.120190783049034,0.268095718407033,0.0218399562859591,0.0688867958194387,0.123783544578867,1,0.274669602381959,0.553747883749874,1,0.541536966888796,0.0109199781429796,0.0172216989548597,0.0516293545924867,0.996990670695276,0.0686674005954896,0.424753513816957,0.998426327722986,0.136725653868864,0.0988814389265117,0.190265916973273,0.123783544578867,1,0.695367618496046,0.553747883749874,1,0.270768483444398,0.00697760450145125,0.912171626023858,0.061098087600668,0.916687083675863,0.785763388621314,0.19230912475256,0.928545812590447,0.883155284000577,0.0326873126873127,0.418971883573654,0.109663064208519,0.281025564693187,0.920391928987917,0.200143942079426,0.647753118341354,0.865774437203009,0.0381886592761951,0.0423006266805556,0.042433389113802,0.597052848869175,0.306878826758086,0.170656522363864,0.702955495076875,0.171053094019182
"feature 809","21994","P12688",NA,"P12688; P18961",NA,"YPK1_YEAST Serine/threonine-protein kinase YPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK1 PE=1 SV=2","24948","true","2","2","0","0","0","-1","1","1","1","1","5","5",NA,"1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","2","7","7","0","3","3","3","4","4","6","0","1","4","3","5","1","4","4","1","3","1","4","6","2","1","315741.5","392401.28","452557.81","395606.66","378026.62","330370.03","341437.44","350164.03","384611.31","345072.88","332663.91","391056.84","314536.53","374485.91","423460.5","251320.08","350854.03","277725.03","349741.53","461747.91","338240.81","344112.47","248123.16","339771.81","325996.56","387088.12","269470.41",18.2683843705307,18.5819702220252,18.7877425691148,18.5937071883703,18.5281283046233,18.3965415682422,18.3437058342307,18.5770187925226,18.2628680546236,18.3337232909415,18.3812617388387,18.4176713674434,18.5530416620782,18.5145519128657,18.6918678770241,17.939166418871,18.4205114081113,18.0832976805082,18.3742066351983,18.3144972152824,18.5623025054458,18.0397673366911,18.415929593228,18.8167459056186,18.3676912111588,18.3925206480612,17.9206968781787,-0.100471626491933,0.163329088619234,-0.0304043296688998,0.0602935448569006,0.209142058246201,-0.209055237295266,0.0374405575162674,-0.336955520945267,1,0.187082856956197,1,1,0.404846219557633,1,1,0.125568545267355,0.371368105544042,0.0467707142390493,0.508579113093593,0.996990670695276,0.101211554889408,0.495410273587697,0.998426327722986,0.0313921363168386,1,0.331946523505315,1,1,1,1,1,0.431989596497875,0.435456258615596,0.636267035855056,0.861591645287908,0.915864153285285,0.939137298066153,0.739995888814007,0.959796609283855,0.12213677545373,0.69827386236055,0.140547408795584,0.991405688742251,0.456151224047103,0.938885125788263,0.75679645797989,0.393018745959922,0.0888847223158074,0.178205240754073,0.0500976156318339,0.352568562724509,0.59647639548051,0.306878826758086,0.348144933793769,0.758661273677467,0.0425959402313742
"feature 810","22471","P40893",NA,"P40893",NA,"REE1_YEAST Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REE1 PE=1 SV=1","24815","true","2","1","0","0","0","-1","1","1","1","1","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,"0","0","0","0",NA,"1",NA,"0",NA,"0","3","0",NA,"0","0","365472.25",NA,"515320.78","84283.48","125962.34","82476.36","133063.67","609207.94",NA,"134062.97",NA,NA,"415964.47","105185.18","199444.5","58336.42",NA,"310879.66",NA,"188661.92",NA,"234778.31","341651.47","422049.22",NA,"488862.34","98425.88",18.4794023421542,NA,18.9751112439091,16.362962262702,16.9426329381901,17.0325512748801,NA,NA,18.6661007788996,16.3316930419617,17.0217572044748,19.2165752194859,NA,16.6825719257719,17.605627813795,15.8321092329312,NA,18.2459967026402,18.6870517323957,NA,18.8990687446061,16.5867500857497,NA,17.5254437295364,NA,17.8409396056239,18.3821658086463,0.810958501029068,2.00849453152557,-0.54690103024895,-0.209154772493799,0.366117068262367,-1.1896479715436,0.819182401149099,1.4096638922539,0.503097507282305,0.00739181671190492,1,1,0.726820331292448,1,1,0.0896667486803665,0.244963905403275,0.00246393890396831,0.345192751153667,0.996990670695276,0.242273443764149,0.48077302146485,0.998426327722986,0.0448333743401833,0.335398338188203,0.0308730756688079,1,1,0.582035113915612,1,1,0.0489027119313718,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 811","21887","P46784",NA,"P46784; Q08745",NA,"RS10B_YEAST 40S ribosomal protein S10-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10B PE=1 SV=1","24685","true","2","2","0","0","0","-1","1","1","1","1","6","6","1",NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,"1","1","1","1",NA,"1","0","3","0","0","0","0","1","0","0","0","2","1","0","2","0","0","3","0","0","0","0","2","3","1","2","0","2277987.25","2078626.38","3325476.75","2324020","2540528.5","2329361.75","2335149.25","3153439.75","2448920.5","2479847","2144618.25","2335180.25","2666663.5","2244768.75","3500812","2089803.12","2238987.75","2567657.75","2441872.5","3599519.25","2128948.5","2088452.25","2648337.25","2365787.25","2191197","3316394.5","2431213",21.1193282415619,20.9871990354757,21.6651297537141,21.1481910536332,21.276697217903,21.2418196822144,21.0322894348361,21.1551024836037,21.3466043554016,21.1515032768866,21.155083331402,21.5884949384912,21.2237145093684,21.0981353994077,21.7392581578115,20.9949356019754,21.0944152042308,21.2920214839013,21.17388891047,21.0632877652665,21.6611842014115,21.2132448635885,21.2195564426962,21.7793728031137,21.0217096202448,20.9940027276797,21.3366554218023,0.0797167655914327,0.569746253824199,0.126526764815299,0.129606309287565,0.518293503665131,-0.0522118250293022,0.0126500944566648,0.256570376320332,1,4.00890390473277e-05,0.881890170543145,1,0.000683626273164786,1,1,0.0688205628568972,0.334222718820701,1.00222597618319e-05,0.220472542635786,0.953634361937108,0.000170906568291197,0.751222508033523,0.998426327722986,0.0172051407142243,1,0.190265916973273,1,1,0.695367618496046,1,1,0.270768483444398,0.791995887381645,0.21138286319771,0.801690786331163,0.656889148676318,0.126354131969386,0.806903567007292,0.945021838368587,0.420214860336331,0.495542122660767,0.841714260582185,0.985933382021401,0.976571815281493,0.57833047455689,0.28908846255785,0.468271612780283,0.168483998271232,0.145096370402819,0.00158006625706662,0.0895336211408258,0.469272060354217,0.306878826758086,0.39635141971937,0.790178750244867,0.0289061785673623
"feature 812","22380","P47031",NA,"P47031",NA,"IML2_YEAST Inclusion body clearance protein IML2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IML2 PE=1 SV=1","24525","true","2","1","0","0","0","-1","2","2","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",NA,"0","0","231169.06","164497.72","240579.84","181757.06","173179.09","201231.88","195608.78","340621.44","184711.58","203775.14","139904.17","227600.03","154173.02","205427.5","298199.19","126259.62","279654.22","456650.31","157645.38","211369.56","196857.91","159922.02","330892.44","207917.2",NA,"237207.86","210487.52",17.8185887928136,17.3277080622424,17.876156227713,17.471651878357,17.4019052210463,17.6366185318956,17.0940794387169,17.7961412222432,17.2341907927519,17.6184993554972,17.5776116022841,18.3778097209864,17.4949147895113,17.6482697985368,18.1859168132635,16.9460337886185,18.0932845752847,18.8007302871074,17.6656495848615,NA,17.8557922895279,17.6833751715391,17.2663233650495,17.689408099033,17.5867951574113,17.2870090746534,18.3360028047724,0.248252745460849,0.583926247145849,0.0973207808725493,-0.013827037385718,0.384654649134115,-0.243690370681018,0.272818458463849,0.670981462613981,0.395525755706047,0.0685593231487564,1,1,0.533597074073668,1,1,0.186396650632316,0.355380233488904,0.0171398307871891,0.478701120912242,0.996990670695276,0.133399268518417,0.71005069960275,0.998426327722986,0.046599162658079,0.0988814389265117,0.0407564884565088,1,1,0.695367618496046,1,1,0.293266568502978,0.707448536197051,0.688603878742698,0.830141955127043,0.916687083675863,0.86792942881078,0.824864685436514,0.928545812590447,0.417408673924839,0.589420714420714,0.898894422409274,0.932143998133846,0.440245468816897,0.967710319983047,0.374072781881893,0.709731333305478,0.465782151732565,0.151544737968148,0.0157030585417917,0.25951459887586,0.701995515444232,0.306878826758086,0.386628704606389,0.702955495076875,0.115565986388722
"feature 813","21922","P16370",NA,"P16370",NA,"RPB3_YEAST DNA-directed RNA polymerase II subunit RPB3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPB3 PE=1 SV=2","24437","true","2","1","0","0","0","-1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0","0","0","0","0","0","0","0","0",NA,"0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","158568.53","138313.67","361664.91","85644.27","178589.17","190592.06","181139.7","272903.94","170948.77","253746.34","125946.95","223844.69",NA,"196194.59",NA,"115991.03","242092.77","76939.1","219965.7","254919.77","71482.38","173879.73","105192.3","160698.78","198336.28","255642.41","136403.66",17.2747469521754,17.0775842243207,18.4642941038798,16.3860691060792,17.4462850696718,17.953027487663,16.9424566598424,17.7721385697543,NA,17.5401284927548,17.466743247761,18.0580336978412,17.3832045168555,17.5819257347107,NA,16.823653715351,17.885200468929,16.231429333266,17.2939994507763,17.5975890763033,17.9637676676124,17.0575228298913,17.7469190513784,17.9596837386362,16.125300049142,17.407730234954,16.6826695787022,-0.0110138842261662,0.781392973649468,-0.438373365186332,0.211071102458633,0.575716763687935,-0.750168708016532,0.3077175750841,-0.923589393477566,1,0.00532242040793619,0.528134843972551,1,0.175988805398376,0.116518616518617,1,0.0207297835917139,0.51786887460244,0.00133060510198405,0.132033710993138,0.996990670695276,0.0439972013495939,0.0646913428814075,0.998426327722986,0.00518244589792847,1,0.0407564884565088,1,1,0.737621726831324,0.106314666798558,1,0.0489027119313718,0.841768676968844,0.21138286319771,0.641573867135813,0.908096769738897,0.757536660505281,0.0732487837484495,0.928545812590447,0.509880296720657,0.951426669809981,0.155469079656805,0.268743914313535,0.354742032161387,0.315215087942361,0.116518616518617,0.698412698412698,0.0275354897203637,0.3433013531144,0.00713207490673722,0.16019838338715,0.548932332971929,0.306878826758086,0.225917776793709,0.702955495076875,0.0505293388679257
"feature 814","21938","P42826",NA,"P42826",NA,"XKS1_YEAST Xylulose kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XKS1 PE=1 SV=2","24437","true","2","1","0","0","0","-1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","214986.38","202411.97","457868.91","187893.36","182697.31","178906.89","264131.94","467146.69","195494.55","143551.72","240383.36","224444.53","238322.95","204184.17","281802.53","188581.08","209244.94","197545.8","215345.44","259064.66","264394.59","277657.69","306517.53","193062.36","211906.5","241836","212138.61",17.7138857383033,17.6269350833871,18.8045750815719,17.5195545584149,17.4790958665947,17.1312110910885,17.8749775066076,17.775999410797,17.8625583611598,17.4488494234668,18.0108992435428,18.8335161200998,17.576768863056,17.6395114956586,18.1043250385402,17.524825414716,17.6748332101148,17.5918276480944,17.5587073941136,17.6930683159173,17.8836694963422,17.6946476949573,17.7162932488685,17.9829526998348,18.0123331313882,18.0829478277633,18.2256100596771,-0.203153362321166,0.730286018388901,-0.179977175473,-0.165334010575133,-0.0374712711279,0.0270778032881995,0.0676259352759665,0.116364475361366,0.406472298008285,0.00794944740824282,0.534291262871125,1,1,1,1,1,0.334222718820701,0.0019873618520607,0.356194175247417,0.996990670695276,0.327651186632927,0.821666444005024,0.998426327722986,0.30973786004343,0.406472298008285,0.19667530724881,1,1,1,1,1,1,0.268906741948616,0.751666415972541,0.239111956237962,0.908096769738897,0.804634340457333,0.941889251769425,0.946511977801348,0.936177847590677,0.240756410728082,0.414085914085914,0.210476546354409,0.327693194533926,0.685202412266632,0.571318361353949,0.756295980579286,0.78908846255785,0.144664154017784,0.0255082872154535,0.155055898063169,0.548932332971929,0.44604122238806,0.556934095406397,0.758661273677467,0.206659312042378
"feature 815","22141","P89105",NA,"P89105",NA,"CTR9_YEAST RNA polymerase-associated protein CTR9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTR9 PE=1 SV=3","24437","true","2","1","0","0","0","-1","2","2","2","2","3","3",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","2054424","2056178.75","3961292","1815045.88","2156520.75","1998732.88","2128007.25","3508974.5","1923491.12","2066363.5","1921830.38","1996591.75","2131488.25","2198942.25","2630813.5","1880584.38","1615233","2299690.75","2309628.75","2857325.25","1924927.38","1818651","2195083.5","2298725.75","1811106.62","3416789","1830267.38",20.9703025307126,20.971534257265,21.9175396203332,20.7915745858713,21.0402741670465,20.9786626345235,20.8740495793528,20.9291079394312,21.0234296716758,20.9306542457841,21.0210716353518,21.7426180329214,20.87529573862,21.0683782850529,21.3270775479071,20.8427496094841,20.6233108603724,21.1330084376946,21.132402924586,20.7884400496915,21.7042097278164,20.8036229935833,21.1392295406288,21.4462338372591,20.8763725889031,20.7944372850034,21.0658443896063,0.0841045862581353,0.861107146254235,-0.103517541411232,0.155612016806636,0.323642692460467,-0.0626247215227664,-0.144729952500432,0.147078852222801,1,3.29716503675567e-07,0.523597614506705,0.891031443679252,0.0463626315501367,1,1,0.427147132665087,0.33356322817101,8.24291259188918e-08,0.281488608565014,0.891031443679252,0.0115906578875342,0.745850346847231,0.998426327722986,0.106786783166272,1,0.190265916973273,1,0.885427888423298,1,1,1,1,0.880756013686789,0.0627627491423953,0.396185068764971,0.606962537095151,0.727490590962334,0.819687910737796,0.928545812590447,0.719314347537567,0.988150081549833,0.018069203523749,0.130899403626676,0.482558763550499,0.965357305946294,0.678025619388535,0.274294333117862,0.801516542756435,0.205654240632754,0.0011580764918037,0.160464397594851,0.469272060354217,0.306878826758086,0.423225079792409,0.702955495076875,0.0784141504845646
